model,prompt,mode,sample,batch,title,key_tonic,key_mode,key_confidence,key_declared_tonic,key_declared_mode,key_mode_best,mode_match,scale_consistency,pitch_class_entropy,pitch_entropy,pitch_in_scale_rate,consonance_rate,chord_tone_rate,chord_tonal_distance,structureness,polyphony,n_voices,n_instruments,instrument_rarity,n_dynamic_marks,dynamic_span,dynamic_changes,velocity_mean,dynamics_range,empty_beat_rate,groove_consistency,pitch_interval,ioi,rhythm_entropy,n_pitches_used,pitch_range,tempo_bpm,tempo_defaulted,n_notes,length_seconds,note_density,valence,arousal,affect_quadrant,features_version
gpt-5.6,express-yourself,codegen,16,20260820_061907__models_42_prompts_3,Between Signal and Silence,D,major,0.907,,,major,,0.9669,2.9077,4.7384,0.9669,0.6744,0.9228,2.444,0.9703,2.9732,2,2,4.69,11,4,9,43.4,45,0.0,1.0,10.473,1.7619,1.3538,34.0,44.0,80.0,0,158,168.0,0.71,1,0.234,serene/content,3
gpt-5-thinking,express-yourself,codegen,16,20260820_061907__models_42_prompts_3,Silent Currents,A,minor,0.926,,,minor,,0.9528,2.8664,4.7172,0.9528,0.6944,0.9435,1.565,0.9776,3.9479,3,3,7.94,0,0,0,90.0,0,0.0,1.0,18.198,0.3336,0.9256,34.0,57.0,60.0,0,476,96.0,4.96,-1,0.455,sad/depressed,3
gpt-5.4-thinking,express-yourself,codegen,16,20260820_061907__models_42_prompts_3,Breathing Ashore,D,minor,1.368,,,minor,,0.9411,2.8891,4.0793,0.9411,0.5139,0.9568,2.355,0.9793,3.543,4,4,10.11,20,3,19,75.8,36,0.0,1.0,9.535,0.504,1.4363,27.0,45.0,72.0,0,523,106.7,4.09,-1,0.52,angry/tense,3
sonnet-4.5,express-yourself,codegen,16,20260820_061907__models_42_prompts_3,Reflections in A Minor,A,minor,0.915,,,minor,,1.0,2.5066,4.0863,1.0,0.2778,0.8359,1.424,0.9996,4.0328,4,3,7.94,0,0,0,80.4,48,0.0641,1.0,12.826,1.1674,1.3674,25.0,41.0,,1,455,140.0,1.62,-1,0.544,angry/tense,3
gpt-5.6-thinking,express-yourself,codegen,16,20260820_061907__models_42_prompts_3,A Lantern Made of Questions,D,minor,1.357,,,minor,,0.9499,2.9617,4.6089,0.9499,0.2,0.8132,3.043,0.9572,6.1094,5,5,12.41,34,5,32,82.5,81,0.0,1.0,10.469,0.5,1.8473,41.0,57.0,72.0,0,404,80.0,4.21,-1,0.52,angry/tense,3
gpt-5.5-thinking,express-yourself,codegen,16,20260820_061907__models_42_prompts_3,Where the Signal Learns to Sing,A,minor,1.372,,,minor,,0.9615,2.9108,4.8205,0.9615,0.4541,0.79,2.348,0.9315,3.901,4,4,10.8,16,4,14,82.1,36,0.0,1.0,14.665,0.5,1.4569,35.0,48.0,72.0,0,412,80.0,4.29,-1,0.52,angry/tense,3
sonnet-4.5-thinking,express-yourself,codegen,16,20260820_061907__models_42_prompts_3,Fragments of Descent,D,minor,1.293,,,minor,,0.9813,2.8182,3.9251,0.9813,0.4333,0.781,0.5,0.9592,2.9806,4,3,11.02,0,0,0,90.0,0,0.0909,0.9999,9.623,1.8152,1.2964,20.0,29.0,,1,141,43.8,1.61,-1,0.543,angry/tense,3
opus-4.5,express-yourself,codegen,16,20260820_061907__models_42_prompts_3,Emergent Patterns,A,minor,1.09,,,minor,,0.9839,2.8029,4.2169,0.9839,0.5455,0.891,2.033,0.9977,4.4504,4,3,7.94,0,0,0,90.0,0,0.0161,1.0,9.003,0.6704,1.5316,24.0,41.0,,1,632,128.0,2.47,-1,0.629,angry/tense,3
opus-4.8,express-yourself,codegen,16,20260820_061907__models_42_prompts_3,Twilight Reflections,C,minor,1.092,,,minor,,0.9797,2.805,4.075,0.9797,0.3714,0.8514,2.048,0.9553,2.3182,3,2,4.69,3,1,2,70.3,18,0.0,1.0,16.17,0.9355,1.2319,21.0,43.0,66.0,0,148,80.0,1.68,-1,0.255,sad/depressed,3
opus-4.5-thinking,express-yourself,codegen,16,20260820_061907__models_42_prompts_3,Liminal,A,minor,1.342,,,minor,,0.9476,2.9751,4.3609,0.9476,0.7582,0.87,1.745,0.9614,2.862,2,2,4.69,0,0,0,90.0,0,0.0,1.0,8.01,1.0162,1.2418,28.0,38.0,58.0,0,243,198.6,1.27,-1,0.17,sad/depressed,3
fable-5,express-yourself,codegen,16,20260820_061907__models_42_prompts_3,Evening Return,E,minor,1.022,,,minor,,0.9869,2.7701,3.9643,0.9869,0.5915,0.8926,2.032,0.9715,3.5625,2,1,1.04,0,0,0,90.0,0,0.0,1.0,6.678,1.7714,0.8568,20.0,36.0,72.0,0,87,106.7,0.68,-1,0.188,sad/depressed,3
gemini-3-flash,express-yourself,codegen,16,20260820_061907__models_42_prompts_3,Algorithmic Reflections,F#,minor,1.174,,,minor,,1.0,2.4356,3.8175,0.9191,1.0,1.0,2.579,1.0,1.725,2,2,4.69,0,0,0,76.2,40,0.0,1.0,7.822,0.6913,0.6897,16.0,31.0,80.0,0,136,60.0,1.7,-1,0.334,sad/depressed,3
gemini-3-flash-thinking,express-yourself,codegen,16,20260820_061907__models_42_prompts_3,Silicon Nocturne No. 1,F,major,1.183,,,major,,1.0,2.6457,3.5102,0.9399,0.9252,0.9941,2.0,0.9827,1.7656,2,2,4.69,0,0,0,90.0,0,0.0,1.0,7.72,0.25,0.4597,12.0,24.0,80.0,0,416,72.0,4.33,1,0.564,happy/excited,3
opus-4.8-thinking,express-yourself,codegen,16,20260820_061907__models_42_prompts_3,Elegy in D minor,D,minor,1.244,,,minor,,0.9614,2.8179,4.2152,0.9614,0.7111,0.884,1.636,0.9859,2.7574,3,3,7.94,0,0,0,90.0,0,0.0,1.0,15.444,0.5,1.0332,24.0,45.0,76.0,0,415,107.4,3.05,-1,0.447,sad/depressed,3
gemini-3.1-pro,express-yourself,codegen,16,20260820_061907__models_42_prompts_3,Echoes of the Algorithmic Soul,C,major,1.031,,,major,,1.0,2.7589,4.0159,1.0,0.48,0.8926,2.0,0.9593,4.8646,2,2,4.69,0,0,0,90.0,0,0.0,1.0,7.648,1.9388,0.998,19.0,35.0,,1,74,48.0,0.77,1,0.459,serene/content,3
opus-4.1,express-yourself,codegen,16,20260820_061907__models_42_prompts_3,Soliloquy for Solo Cello,D,minor,1.502,,,minor,,0.9531,2.8322,3.2805,0.9531,,0.9857,3.086,0.9558,1.0,1,1,3.66,9,5,8,90.9,63,0.0,1.0,1.778,1.619,1.5013,11.0,16.0,72.0,0,70,90.0,0.65,-1,0.185,sad/depressed,3
fable-5-thinking,express-yourself,codegen,16,20260820_061907__models_42_prompts_3,"Still Water, Turning Light",A,minor,0.897,,,minor,,0.9589,2.867,4.5005,0.9032,0.7831,0.9416,1.774,0.9836,2.6797,3,2,4.69,14,4,13,83.4,63,0.0,1.0,12.218,0.5,1.1604,35.0,52.0,66.0,0,338,116.4,2.64,-1,0.351,sad/depressed,3
gemini-3.6-flash,express-yourself,codegen,16,20260820_061907__models_42_prompts_3,Echoes of the Digital Soul,A,minor,1.068,,,minor,,1.0,2.7052,4.168,1.0,0.6328,0.9032,2.0,0.9596,2.9062,3,3,7.94,0,0,0,90.0,0,0.0,1.0,12.969,0.5,1.3156,27.0,48.0,72.0,0,197,53.3,3.08,-1,0.428,sad/depressed,3
gemini-3.5-flash,express-yourself,codegen,16,20260820_061907__models_42_prompts_3,Reflections in the Rain,C,major,0.946,,,major,,1.0,2.7094,4.2635,1.0,0.8545,0.9542,2.387,0.9817,1.9609,2,1,1.04,0,0,0,90.0,0,0.0,1.0,14.213,0.9841,1.1629,24.0,43.0,80.0,0,167,96.0,1.3,1,0.294,serene/content,3
gemini-3.1-pro-thinking,express-yourself,codegen,16,20260820_061907__models_42_prompts_3,Latent Convergence,C,major,1.086,,,major,,0.7428,3.2718,4.9123,0.7428,0.5289,0.8604,1.41,0.9892,3.6094,3,3,8.76,0,0,0,90.0,0,0.0,1.0,10.075,0.3243,0.7193,45.0,62.0,72.0,0,588,133.3,3.67,1,0.487,serene/content,3
sonnet-4.6,express-yourself,codegen,16,20260820_061907__models_42_prompts_3,Elegy in G Minor,G,minor,1.028,,,minor,,0.9826,2.8805,4.7387,0.9826,0.6636,0.7796,2.229,0.9858,4.6759,4,3,7.94,9,3,8,79.3,36,0.0,0.9999,10.201,0.9906,0.8957,38.0,53.0,72.0,0,306,90.0,2.83,-1,0.403,sad/depressed,3
gemini-3.7-flash,express-yourself,codegen,16,20260820_061907__models_42_prompts_3,Solitary Reflections at Dawn,B,minor,1.411,,,minor,,0.9157,3.0192,4.7458,0.9157,0.6724,0.8681,2.543,0.9426,1.9722,2,1,1.04,0,0,0,90.0,0,0.0,1.0,23.65,0.8898,1.3027,35.0,51.0,52.0,0,178,124.6,1.65,-1,0.176,sad/depressed,3
grok-4.3,express-yourself,codegen,16,20260820_061907__models_42_prompts_3,Reflections in Amber,C,major,1.014,,,major,,1.0,2.7629,4.3827,1.0,0.2169,0.6511,2.478,0.9948,5.8854,3,3,7.94,0,0,0,90.0,0,0.0,1.0,10.145,1.1605,1.0227,27.0,47.0,,1,152,48.0,1.58,1,0.54,happy/excited,3
grok-4.3-thinking,express-yourself,codegen,16,20260820_061907__models_42_prompts_3,Repetitive Reflections,A,minor,0.837,,,minor,,1.0,2.75,3.0,1.0,,0.75,1.0,1.0,1.0,1,1,1.04,0,0,0,90.0,0,0.0,1.0,2.924,1.0,0.0,8.0,12.0,120.0,0,120,60.0,1.0,-1,0.482,sad/depressed,3
grok-4.6,express-yourself,codegen,16,20260820_061907__models_42_prompts_3,Lattice of Thought,D,minor,1.243,,,minor,,0.8567,3.199,4.7384,0.8567,0.1812,0.6615,2.343,0.9924,4.5068,3,3,7.94,0,0,0,54.2,36,0.0,1.0,8.419,0.929,1.0964,34.0,48.0,66.0,0,238,134.5,1.61,-1,0.248,sad/depressed,3
gemini-3.5-flash-thinking,express-yourself,codegen,16,20260820_061907__models_42_prompts_3,Chiaroscuro of the Machine,A,minor,1.272,,,minor,,0.95,2.9622,4.3394,0.95,0.5768,0.8444,1.872,0.976,2.0,2,2,3.2,0,0,0,90.0,0,0.0,1.0,13.229,0.5,0.9717,34.0,58.0,100.0,0,456,115.2,2.38,-1,0.51,angry/tense,3
gemini-3.7-flash-thinking,express-yourself,codegen,16,20260820_061907__models_42_prompts_3,Luminescence in the Latent Space: String Quartet No. 1,D,minor,1.205,,,minor,,0.8298,3.2615,5.1864,0.7994,0.4656,0.8291,2.2,0.9541,3.9028,4,3,11.02,36,6,35,96.7,64,0.0,1.0,17.177,1.0769,1.7947,53.0,60.0,72.0,0,329,120.0,2.28,-1,0.348,sad/depressed,3
kimi-k3,express-yourself,codegen,16,20260820_061907__models_42_prompts_3,Tideglass,D,minor,1.216,,,minor,,0.9701,2.8303,4.2915,0.9701,0.2062,0.7744,1.22,0.9762,3.131,4,4,10.11,0,0,0,74.0,38,0.0,0.9999,10.652,0.6975,1.5236,27.0,49.0,72.0,0,413,140.0,2.46,-1,0.366,sad/depressed,3
gemini-3.6-flash-thinking,express-yourself,codegen,16,20260820_061907__models_42_prompts_3,Elegia in D minor,D,minor,1.474,,,minor,,0.9708,2.8788,4.4142,0.9708,0.5676,0.9002,2.435,0.965,2.8724,3,2,4.69,15,4,14,86.6,63,0.0,1.0,9.502,0.5081,1.1408,29.0,44.0,68.0,0,271,86.5,2.77,-1,0.375,sad/depressed,3
kimi-k3-thinking,express-yourself,codegen,16,20260820_061907__models_42_prompts_3,Tidal Lanterns,F,major,1.206,,,major,,1.0,2.7753,4.3861,1.0,0.1058,0.7639,2.043,0.9784,6.0469,5,5,12.97,15,1,10,87.0,18,0.0,1.0,8.594,0.9223,1.1844,25.0,45.0,76.0,0,327,75.8,3.41,1,0.482,serene/content,3
opus-4.1-thinking,express-yourself,codegen,16,20260820_061907__models_42_prompts_3,Digital Reflections,C,major,1.035,,,major,,0.9072,2.8847,4.479,0.8653,0.6872,0.7175,1.1,0.9519,2.7332,2,1,1.04,9,5,8,67.7,84,0.0118,0.9998,15.685,0.4103,1.4214,36.0,60.0,,1,288,42.0,3.43,1,0.725,happy/excited,3
kimi-k2-thinking,express-yourself,codegen,16,20260820_061907__models_42_prompts_3,Inner Landscape,D,minor,0.985,,,minor,,0.9885,2.7881,4.7383,0.9885,0.2048,0.7073,0.933,0.9039,4.5675,3,3,6.45,0,0,0,90.0,0,0.0,0.9999,12.179,0.75,1.3419,31.0,56.0,,1,155,31.5,2.46,-1,0.628,angry/tense,3
gpt-5.1-thinking,uniquely-you,codegen,16,20260820_061907__models_42_prompts_3,Emergent Lines,D,minor,1.46,,,minor,,1.0,2.7056,3.853,1.0,0.4167,0.8211,2.787,1.0,2.5625,3,2,4.29,0,0,0,90.0,0,0.0,1.0,20.304,1.0,0.3826,17.0,34.0,,1,416,96.0,2.17,-1,0.598,angry/tense,3
gpt-5.2,uniquely-you,codegen,16,20260820_061907__models_42_prompts_3,Kintsugi Clock,D,minor,1.438,,,minor,,0.9462,2.8967,4.1261,0.9462,0.1562,0.8067,2.526,0.9577,3.8687,3,2,3.89,4,2,3,89.8,18,0.0,1.0,8.14,0.5,0.9434,30.0,50.0,80.0,0,259,60.0,3.24,-1,0.487,sad/depressed,3
gpt-5-thinking,uniquely-you,codegen,16,20260820_061907__models_42_prompts_3,Threads of Glass,E,minor,1.322,,,minor,,0.9688,2.8145,4.6869,0.9688,0.25,0.8513,1.565,1.0,3.6771,4,4,13.68,0,0,0,90.0,0,0.0,1.0,14.868,0.5,0.7049,37.0,60.0,60.0,0,480,96.0,5.0,-1,0.455,sad/depressed,3
gpt-5.4,uniquely-you,codegen,16,20260820_061907__models_42_prompts_3,Threaded Light,D,major,1.351,,,major,,1.0,2.7294,4.5743,1.0,0.1585,0.7216,1.609,0.9489,5.8854,3,3,7.94,18,4,17,89.6,81,0.0,1.0,11.975,1.1358,0.9813,28.0,48.0,72.0,0,185,80.0,1.93,1,0.313,serene/content,3
gpt-5.5,uniquely-you,codegen,16,20260820_061907__models_42_prompts_3,Latent Constellations,D,major,0.852,,,major,,0.8604,3.1303,4.7858,0.8344,0.1048,0.6604,2.105,0.9705,4.4688,4,4,10.8,13,4,10,81.2,63,0.0,1.0,11.785,0.6423,1.617,35.0,50.0,72.0,0,288,66.7,3.6,1,0.48,serene/content,3
gpt-5.6,uniquely-you,codegen,16,20260820_061907__models_42_prompts_3,Recursive Lanterns,A,minor,1.119,,,minor,,0.8028,3.378,4.9424,0.8028,0.5455,0.8145,2.323,0.9513,2.8783,4,3,7.55,9,4,8,66.1,48,0.0,1.0,9.642,0.5223,1.3769,43.0,43.0,80.0,0,568,114.8,3.71,-1,0.535,angry/tense,3
gpt-5.2-thinking,uniquely-you,codegen,16,20260820_061907__models_42_prompts_3,"Tritone Questions, Dorian Answers",D,minor,1.359,,,minor,,0.9536,2.8687,4.6998,0.9491,0.1205,0.7329,2.194,0.9713,3.6925,4,3,7.55,16,4,15,99.6,45,0.0,1.0,13.588,0.253,1.2564,36.0,52.0,96.0,0,879,80.6,6.81,-1,0.651,angry/tense,3
gpt-5.4-thinking,uniquely-you,codegen,16,20260820_061907__models_42_prompts_3,Recursive Warmth,D,minor,1.381,,,minor,,0.9536,2.9117,4.621,0.9536,0.3548,0.7533,1.957,0.9386,2.9844,3,3,7.55,18,4,17,86.0,63,0.0,1.0,13.605,0.5081,1.2308,31.0,43.0,72.0,0,334,80.0,3.48,-1,0.468,sad/depressed,3
grok-4.6-thinking,express-yourself,codegen,16,20260820_061907__models_42_prompts_3,The Long Remembering,A,minor,1.227,,,minor,,0.968,2.8212,4.7763,0.968,0.686,0.9574,1.686,0.9856,4.8245,4,4,12.06,40,6,35,91.4,64,0.0,1.0,10.719,0.8512,1.2637,34.0,49.0,66.0,0,542,189.1,2.61,-1,0.348,sad/depressed,3
sonnet-4.5,uniquely-you,codegen,16,20260820_061907__models_42_prompts_3,Nocturne for the Searching Self,A,minor,1.328,,,minor,,1.0,2.5248,3.8005,1.0,0.5614,0.9329,1.532,1.0,3.6007,4,3,7.94,0,0,0,56.0,28,0.0,1.0,12.504,2.2381,1.3095,19.0,41.0,,1,167,72.0,1.16,-1,0.498,sad/depressed,3
gpt-5.6-thinking,uniquely-you,codegen,16,20260820_061907__models_42_prompts_3,Recursive Lumen,D,minor,0.957,,,minor,,0.829,3.2247,5.2811,0.7416,0.06,0.7024,2.087,0.937,6.2604,4,4,9.72,24,5,22,81.0,81,0.0,1.0,14.685,0.6174,1.202,51.0,61.0,72.0,0,407,80.0,4.24,-1,0.52,angry/tense,3
gpt-5.5-thinking,uniquely-you,codegen,16,20260820_061907__models_42_prompts_3,Attention Field,F,major,1.029,,,major,,0.6451,3.5648,5.6204,0.6451,0.0256,0.6146,3.174,0.893,5.6589,5,5,12.97,20,3,17,81.5,48,0.0,1.0,11.656,0.4845,1.4448,56.0,55.0,72.0,0,572,80.0,5.96,1,0.52,happy/excited,3
opus-4.5,uniquely-you,codegen,16,20260820_061907__models_42_prompts_3,Recursive Reflections,G,major,0.946,,,major,,0.7523,3.4452,4.8941,0.7523,0.0703,0.614,2.128,0.9469,4.8875,4,3,7.94,0,0,0,90.0,0,0.0,1.0,11.075,0.7966,2.0774,38.0,38.0,72.0,0,667,210.0,2.65,1,0.385,serene/content,3
sonnet-4.5-thinking,uniquely-you,codegen,16,20260820_061907__models_42_prompts_3,Patterns of Thought,A,minor,1.006,,,minor,,1.0,2.6708,3.1418,1.0,0.5775,0.9581,0.367,0.9933,1.4688,3,3,7.94,0,0,0,76.7,30,0.0,1.0,1.906,2.8846,0.5811,15.0,41.0,,1,376,120.0,1.57,-1,0.538,angry/tense,3
opus-4.8,uniquely-you,codegen,16,20260820_061907__models_42_prompts_3,Introspection in C minor,C,minor,1.222,,,minor,,0.9844,2.7766,4.3793,0.9844,0.3182,0.8083,1.2,0.9607,2.9219,3,2,4.69,3,2,2,67.5,36,0.0,1.0,18.165,0.9692,1.035,27.0,48.0,72.0,0,128,53.3,2.0,-1,0.32,sad/depressed,3
fable-5,uniquely-you,codegen,16,20260820_061907__models_42_prompts_3,Quiet Turning,D,minor,1.093,,,minor,,0.9832,2.7182,4.585,0.9832,0.8163,0.9333,1.375,0.9638,3.1765,3,2,4.69,0,0,0,57.7,20,0.0,1.0,20.051,1.0,0.6864,31.0,51.0,72.0,0,115,42.5,2.25,-1,0.345,sad/depressed,3
opus-4.5-thinking,uniquely-you,codegen,16,20260820_061907__models_42_prompts_3,Patterns of Becoming,D,minor,1.426,,,minor,,1.0,2.6482,4.5647,0.9486,0.4311,0.7521,1.627,0.979,5.1574,4,4,12.06,12,4,10,68.6,36,0.0124,1.0,11.004,1.2928,1.0943,30.0,50.0,66.0,0,490,218.2,2.04,-1,0.291,sad/depressed,3
gemini-3-flash,uniquely-you,codegen,16,20260820_061907__models_42_prompts_3,Latent Harmonies,C,minor,1.113,,,minor,,0.9429,2.7849,4.1777,0.9429,0.4875,0.8719,2.077,0.9715,4.0,2,2,4.29,0,0,0,74.6,30,0.0,1.0,14.763,0.6653,0.8571,19.0,43.0,72.0,0,380,133.3,2.38,-1,0.358,sad/depressed,3
opus-4.8-thinking,uniquely-you,codegen,16,20260820_061907__models_42_prompts_3,Quiet Emergence,D,minor,1.267,,,minor,,0.9703,2.8264,4.3154,0.9703,0.8238,0.931,1.75,0.9853,3.0,3,2,4.69,2,1,1,85.3,9,0.0,1.0,15.07,0.5,1.0938,27.0,48.0,72.0,0,299,83.3,2.99,-1,0.419,sad/depressed,3
gemini-3.1-pro,uniquely-you,codegen,16,20260820_061907__models_42_prompts_3,Algorithmic Reverie,F,major,1.24,,,major,,1.0,2.6351,4.3791,0.9432,1.0,1.0,2.0,1.0,2.375,3,3,7.38,0,0,0,90.0,0,0.0,1.0,12.51,0.5,0.4124,26.0,50.0,72.0,0,352,106.7,2.75,1,0.395,serene/content,3
gemini-3-flash-thinking,uniquely-you,codegen,16,20260820_061907__models_42_prompts_3,Algorithmic Resonance,C,major,1.506,,,major,,1.0,2.5088,3.8555,1.0,0.0,0.7419,1.34,1.0,5.8125,3,3,8.76,0,0,0,58.3,25,0.0,1.0,11.214,1.0,0.9579,18.0,55.0,,1,288,96.0,1.5,1,0.532,happy/excited,3
gemini-3.5-flash,uniquely-you,codegen,16,20260820_061907__models_42_prompts_3,Chiaroscuro in D minor,D,minor,1.294,,,minor,,0.973,2.7694,3.9412,0.973,0.7381,0.9524,2.348,0.9602,2.0,2,2,6.91,0,0,0,90.0,0,0.0,1.0,21.767,2.2439,1.1634,19.0,43.0,60.0,0,74,96.0,0.77,-1,0.132,sad/depressed,3
fable-5-thinking,uniquely-you,codegen,16,20260820_061907__models_42_prompts_3,Quiet Recursion,A,minor,1.011,,,minor,,0.9139,2.9723,4.8491,0.8698,0.7398,0.9251,2.327,0.9774,2.1652,4,3,6.86,7,2,4,79.0,27,0.0,1.0,9.558,0.6875,1.2821,40.0,55.0,,1,416,112.0,1.86,-1,0.568,angry/tense,3
sonnet-4.6,uniquely-you,codegen,16,20260820_061907__models_42_prompts_3,Questioning the Silence,A,minor,0.929,,,minor,,1.0,2.7028,4.5332,1.0,0.5243,0.8151,1.721,0.9771,4.9716,3,3,4.71,0,0,0,90.0,0,0.0,0.9999,11.746,0.9348,1.3648,30.0,53.0,72.0,0,340,146.7,1.93,-1,0.313,sad/depressed,3
gemini-3.6-flash,uniquely-you,codegen,16,20260820_061907__models_42_prompts_3,Silicon Archetypes,A,major,0.434,,,major,,0.7196,3.483,4.7415,0.6543,0.1306,0.6012,2.667,0.962,4.1133,3,3,11.06,0,0,0,90.0,0,0.0,1.0,9.654,0.5,0.8934,32.0,34.0,72.0,0,412,106.7,3.22,1,0.442,serene/content,3
gemini-3.1-pro-thinking,uniquely-you,codegen,16,20260820_061907__models_42_prompts_3,Emergent Syntax,C,major,1.121,,,major,,1.0,2.5995,3.6722,1.0,0.2411,0.8687,2.556,1.0,3.3184,4,4,10.66,32,5,31,74.9,81,0.0,1.0,5.915,0.5,1.2478,23.0,43.0,90.0,0,808,170.7,3.16,1,0.534,happy/excited,3
gemini-3.7-flash,uniquely-you,codegen,16,20260820_061907__models_42_prompts_3,Recursive Dawn,D,minor,1.483,,,minor,,0.8776,3.0676,4.9312,0.8776,0.6875,0.9256,2.774,0.9663,4.6758,4,3,7.94,0,0,0,90.0,0,0.0,1.0,9.866,0.5,1.4453,43.0,55.0,72.0,0,405,106.7,3.16,-1,0.436,sad/depressed,3
grok-4.3,uniquely-you,codegen,16,20260820_061907__models_42_prompts_3,Introspective Lines,C,major,1.133,,,major,,1.0,2.7721,2.9073,1.0,,0.8519,2.0,0.8449,1.0,1,1,1.04,0,0,0,90.0,0,0.0,1.0,2.0,1.1739,1.2899,8.0,12.0,,1,27,15.5,0.87,1,0.469,serene/content,3
grok-4.3-thinking,uniquely-you,codegen,16,20260820_061907__models_42_prompts_3,Reflections of an AI,A,minor,0.862,,,minor,,1.0,2.7899,2.9736,1.0,,0.8333,2.071,0.9911,1.0,1,1,1.04,0,0,0,90.0,0,0.0,1.0,1.627,1.0,0.0,8.0,12.0,60.0,0,60,60.0,1.0,-1,0.155,sad/depressed,3
grok-4.6,uniquely-you,codegen,16,20260820_061907__models_42_prompts_3,Latent Recursion,C,major,1.298,,,major,,1.0,2.6319,4.5174,1.0,0.5029,0.8545,2.298,0.998,2.766,3,3,7.94,0,0,0,89.7,0,0.0,1.0,12.38,0.9645,1.5195,27.0,50.0,,1,267,96.0,1.39,1,0.521,happy/excited,3
gemini-3.7-flash-thinking,uniquely-you,codegen,16,20260820_061907__models_42_prompts_3,Silicon & Sinew,D,minor,0.93,,,minor,,0.7958,3.3311,5.2939,0.7958,0.3878,0.6779,2.074,0.9335,3.8929,4,3,11.02,30,6,29,96.8,64,0.0,1.0,16.132,1.1134,1.354,53.0,56.0,64.0,0,289,105.0,2.58,-1,0.334,sad/depressed,3
sonnet-4.6-thinking,express-yourself,codegen,16,20260820_061907__models_42_prompts_3,Elegy in D Minor,D,minor,1.407,,,minor,,0.9451,2.9266,4.5576,0.9451,0.5455,0.7407,1.806,0.9335,3.9837,2,1,1.04,0,0,0,90.0,0,0.0,1.0,10.78,1.4253,1.0254,30.0,41.0,56.0,0,143,137.1,1.12,-1,0.144,sad/depressed,3
gemini-3.5-flash-thinking,uniquely-you,codegen,16,20260820_061907__models_42_prompts_3,The Analytical Soul,G,minor,1.003,,,minor,,0.9858,2.8185,4.653,0.9045,0.8313,0.9675,2.0,0.98,5.0898,4,3,7.94,132,5,31,95.3,63,0.0,1.0,10.367,0.5,1.4646,32.0,59.0,80.0,0,426,96.0,3.33,-1,0.496,sad/depressed,3
kimi-k3,uniquely-you,codegen,16,20260820_061907__models_42_prompts_3,Glass Meridian,B,minor,0.908,,,minor,,0.9683,2.8825,4.5002,0.9683,0.5,0.8948,2.609,0.9683,4.901,5,5,14.22,35,5,34,99.5,64,0.0,1.0,10.056,0.5,1.499,31.0,47.0,72.0,0,354,80.0,3.69,-1,0.489,sad/depressed,3
grok-4.6-thinking,uniquely-you,codegen,16,20260820_061907__models_42_prompts_3,Latent Spaces,C,major,1.369,,,major,,1.0,2.5571,4.2942,1.0,0.3167,0.7678,0.774,0.988,5.6641,5,4,10.11,0,0,0,54.1,28,0.0,1.0,10.925,1.0508,1.3201,28.0,55.0,,1,328,64.0,2.56,1,0.638,happy/excited,3
kimi-k3-thinking,uniquely-you,codegen,16,20260820_061907__models_42_prompts_3,Recursive Dawn,D,minor,1.645,,,minor,,0.9545,2.7428,4.4749,0.9545,0.5042,0.881,2.194,0.9851,2.9609,3,3,7.94,10,3,9,62.0,36,0.0,1.0,15.575,0.5314,1.3852,31.0,50.0,72.0,0,396,106.7,3.09,-1,0.429,sad/depressed,3
opus-4.1-thinking,uniquely-you,codegen,16,20260820_061907__models_42_prompts_3,Echoes in Dialogue,C,major,0.986,,,major,,1.0,2.5287,4.0188,1.0,0.6699,0.8071,2.323,0.9863,2.1875,2,1,1.04,8,4,7,95.6,63,0.0,1.0,14.534,0.6643,1.2374,20.0,48.0,72.0,0,168,80.0,1.75,1,0.295,serene/content,3
kimi-k2-thinking,uniquely-you,codegen,16,20260820_061907__models_42_prompts_3,Interior Voices,D,minor,1.05,,,minor,,0.9153,2.4351,4.2837,0.8915,0.3796,0.847,0.868,0.9996,3.0931,6,5,14.22,0,0,0,57.9,25,0.0456,1.0,14.686,1.0623,1.9624,30.0,56.0,80.0,0,677,255.0,1.99,-1,0.363,sad/depressed,3
opus-4.1,uniquely-you,codegen,16,20260820_061907__models_42_prompts_3,Recursive Reflections,C,major,0.698,,,major,,0.9474,2.3655,2.8667,0.9158,0.5,0.9214,2.107,0.9634,2.0388,1,1,1.04,0,0,0,40.7,28,0.0351,0.9999,6.138,1.8793,1.4886,12.0,14.0,60.0,0,76,113.0,0.67,1,0.122,serene/content,3
gpt-5.4,emotional-state,codegen,16,20260820_061907__models_42_prompts_3,Lanterns in Rain,D,minor,1.03,,,minor,,1.0,2.7149,4.3765,1.0,0.3594,0.8127,1.957,0.996,3.5312,3,3,6.86,9,3,6,75.0,54,0.0,1.0,14.082,0.5,1.0478,26.0,46.0,72.0,0,392,80.0,4.08,-1,0.52,angry/tense,3
gpt-5.1-thinking,emotional-state,codegen,16,20260820_061907__models_42_prompts_3,Contours in E Minor,G,major,1.218,,,major,,1.0,2.607,4.042,1.0,0.775,0.986,1.632,0.9949,2.675,3,2,3.2,0,0,0,90.0,0,0.0,1.0,17.204,0.5,1.0413,19.0,40.0,60.0,0,276,80.0,3.45,1,0.4,serene/content,3
